word_i,word_j,post_id,zodiac_id
3,148,2,5
4,151,2,5
4,280,2,5
16,25,2,5
148,155,2,5
30,195,2,5
25,243,2,5
19,101,2,5
178,210,2,5
137,210,2,5
4,225,2,5
85,115,2,5
87,158,2,5
111,141,2,5
204,238,2,5
117,118,2,5
96,142,2,5
25,134,2,5
43,92,2,5
140,147,2,5
27,166,2,5
64,139,2,5
6,13,2,5
8,208,2,5
131,132,2,5
4,158,2,5
6,174,2,5
30,268,2,5
131,170,2,5
54,186,2,5
28,169,2,5
68,181,2,5
117,220,2,5
77,137,2,5
121,131,2,5
111,112,2,5
64,130,2,5
118,281,2,5
225,286,2,5
20,99,2,5
213,214,2,5
2,106,2,5
21,105,2,5
84,238,2,5
170,200,2,5
97,272,2,5
94,247,2,5
92,259,2,5
4,140,2,5
79,142,2,5
4,33,2,5
7,20,2,5
4,79,2,5
221,257,2,5
38,45,2,5
25,232,2,5
3,196,2,5
4,222,2,5
149,173,2,5
175,176,2,5
59,247,2,5
4,115,2,5
42,111,2,5
134,187,2,5
25,131,2,5
171,172,2,5
4,139,2,5
136,206,2,5
65,183,2,5
4,145,2,5
20,156,2,5
4,191,2,5
269,287,2,5
6,207,2,5
4,288,2,5
33,150,2,5
85,128,2,5
4,197,2,5
79,126,2,5
110,248,2,5
136,137,2,5
96,170,2,5
4,227,2,5
28,96,2,5
159,160,2,5
96,119,2,5
15,54,2,5
104,291,2,5
74,153,2,5
19,25,2,5
4,152,2,5
6,198,2,5
6,267,2,5
56,292,2,5
15,242,2,5
74,87,2,5
150,188,2,5
96,161,2,5
209,210,2,5
158,277,2,5
6,107,2,5
121,122,2,5
310,311,3,5
86,87,3,5
149,225,3,5
6,320,3,5
328,329,3,5
56,131,3,5
265,318,3,5
15,337,3,5
4,316,3,5
87,261,3,5
118,280,3,5
54,337,3,5
131,321,3,5
117,317,3,5
4,269,3,5
95,332,3,5
4,151,3,5
15,92,3,5
4,280,3,5
72,269,3,5
4,294,3,5
210,300,3,5
54,312,3,5
37,38,3,5
84,95,3,5
333,335,3,5
4,153,3,5
6,246,3,5
107,108,3,5
231,334,3,5
38,92,3,5
203,316,3,5
28,296,3,5
207,225,3,5
3,95,3,5
25,33,3,5
42,52,3,5
181,336,3,5
15,324,3,5
14,297,3,5
6,324,3,5
325,326,3,5
4,301,3,5
3,28,3,5
95,308,3,5
48,338,3,5
72,131,3,5
226,307,3,5
96,309,3,5
314,315,3,5
4,37,3,5
4,48,3,5
95,301,3,5
4,246,3,5
14,28,3,5
4,133,3,5
6,319,3,5
131,296,3,5
117,223,3,5
88,269,3,5
306,307,3,5
48,302,3,5
331,332,3,5
6,48,3,5
149,186,3,5
313,314,3,5
6,312,3,5
305,311,3,5
4,149,3,5
131,336,3,5
4,116,3,5
298,299,3,5
45,301,3,5
44,315,3,5
14,88,3,5
84,297,3,5
4,22,3,5
4,322,3,5
269,319,3,5
305,306,3,5
4,231,3,5
28,331,3,5
28,304,3,5
3,318,3,5
246,326,3,5
4,308,3,5
14,72,3,5
33,53,3,5
181,335,3,5
4,261,3,5
54,283,3,5
107,188,3,5
28,309,3,5
15,41,3,5
3,317,3,5
299,300,3,5
246,323,3,5
42,75,3,5
116,226,3,5
3,330,3,5
56,262,3,5
118,295,3,5
52,72,3,5
327,328,3,5
53,302,3,5
28,95,3,5
38,327,3,5
86,333,3,5
75,322,3,5
153,186,3,5
6,313,3,5
22,265,3,5
48,283,3,5
25,303,3,5
28,96,3,5
149,295,3,5
44,203,3,5
4,323,3,5
4,224,3,5
6,329,3,5
28,171,3,5
54,305,3,5
45,303,3,5
38,224,3,5
87,334,3,5
38,333,3,5
4,223,3,5
15,325,3,5
131,133,3,5
304,305,3,5
95,171,3,5
320,321,3,5
15,301,3,5
4,262,3,5
6,188,3,5
6,330,3,5
28,310,3,5
207,298,3,5
41,210,3,5
84,207,3,5
87,333,3,5
116,227,4,5
348,349,4,5
28,41,4,5
4,283,4,5
119,355,4,5
44,370,4,5
360,371,4,5
13,392,4,5
149,338,4,5
352,353,4,5
56,392,4,5
25,383,4,5
20,30,4,5
4,269,4,5
4,346,4,5
84,359,4,5
25,384,4,5
6,387,4,5
4,341,4,5
22,28,4,5
54,225,4,5
149,344,4,5
25,139,4,5
140,153,4,5
4,142,4,5
116,395,4,5
361,362,4,5
33,338,4,5
231,388,4,5
28,142,4,5
46,142,4,5
3,282,4,5
55,56,4,5
30,39,4,5
363,364,4,5
54,372,4,5
53,175,4,5
4,73,4,5
4,390,4,5
156,240,4,5
373,374,4,5
186,348,4,5
6,13,4,5
314,366,4,5
6,39,4,5
44,366,4,5
3,343,4,5
38,74,4,5
84,340,4,5
4,378,4,5
6,365,4,5
28,301,4,5
97,394,4,5
75,140,4,5
52,110,4,5
227,283,4,5
84,368,4,5
67,389,4,5
4,42,4,5
108,354,4,5
55,357,4,5
15,379,4,5
20,396,4,5
119,369,4,5
127,388,4,5
33,110,4,5
4,397,4,5
28,386,4,5
225,360,4,5
227,393,4,5
84,156,4,5
22,52,4,5
42,392,4,5
25,382,4,5
3,44,4,5
233,362,4,5
41,381,4,5
25,301,4,5
84,391,4,5
42,84,4,5
159,387,4,5
348,377,4,5
149,186,4,5
341,342,4,5
3,84,4,5
20,395,4,5
25,231,4,5
150,371,4,5
4,44,4,5
38,151,4,5
6,397,4,5
22,92,4,5
175,346,4,5
44,227,4,5
338,375,4,5
54,84,4,5
159,390,4,5
4,391,4,5
298,299,4,5
84,150,4,5
3,246,4,5
362,369,4,5
153,261,4,5
64,140,4,5
46,347,4,5
4,22,4,5
38,342,4,5
65,362,4,5
351,352,4,5
4,33,4,5
96,353,4,5
73,85,4,5
54,357,4,5
362,370,4,5
376,377,4,5
42,149,4,5
4,374,4,5
48,111,4,5
42,343,4,5
108,355,4,5
240,396,4,5
55,356,4,5
96,385,4,5
269,375,4,5
53,186,4,5
4,261,4,5
380,381,4,5
65,123,4,5
42,140,4,5
210,359,4,5
386,387,4,5
123,363,4,5
54,358,4,5
95,383,4,5
4,139,4,5
54,149,4,5
246,323,4,5
384,385,4,5
269,365,4,5
38,139,4,5
64,172,4,5
3,392,4,5
74,340,4,5
210,360,4,5
3,4,4,5
4,65,4,5
67,172,4,5
56,338,4,5
4,111,4,5
374,378,4,5
44,344,4,5
360,361,4,5
15,299,4,5
281,283,4,5
4,150,4,5
84,358,4,5
225,233,4,5
28,96,4,5
283,351,4,5
281,323,4,5
314,358,4,5
150,362,4,5
4,75,4,5
55,345,4,5
3,367,4,5
364,365,4,5
372,373,4,5
6,65,4,5
6,376,4,5
48,142,4,5
127,387,4,5
347,348,4,5
4,350,4,5
96,354,4,5
6,110,4,5
140,151,4,5
149,367,4,5
225,355,4,5
349,350,4,5
4,389,4,5
4,356,4,5
6,355,4,5
393,394,4,5
56,398,4,5
3,368,4,5
140,298,4,5
4,20,4,5
44,54,4,5
4,339,4,5
110,339,4,5
44,365,4,5
283,345,4,5
186,374,4,5
38,85,4,5
92,97,4,5
95,382,4,5
54,362,4,5
379,380,4,5
44,117,5,5
426,427,5,5
86,87,5,5
87,95,5,5
246,375,5,5
412,413,5,5
6,28,5,5
54,402,5,5
67,137,5,5
39,458,5,5
181,401,5,5
20,431,5,5
28,455,5,5
123,412,5,5
25,54,5,5
416,417,5,5
15,251,5,5
6,7,5,5
18,473,5,5
4,421,5,5
436,437,5,5
6,449,5,5
460,461,5,5
360,405,5,5
108,409,5,5
4,269,5,5
269,466,5,5
38,443,5,5
55,441,5,5
119,249,5,5
6,424,5,5
34,137,5,5
27,121,5,5
86,410,5,5
15,96,5,5
246,464,5,5
425,426,5,5
4,442,5,5
67,467,5,5
86,459,5,5
7,477,5,5
30,39,5,5
119,423,5,5
6,261,5,5
4,448,5,5
6,41,5,5
49,403,5,5
137,225,5,5
74,74,5,5
429,430,5,5
216,411,5,5
3,468,5,5
49,129,5,5
3,427,5,5
67,117,5,5
3,95,5,5
4,87,5,5
4,428,5,5
74,84,5,5
6,440,5,5
3,39,5,5
67,186,5,5
3,433,5,5
455,456,5,5
6,463,5,5
4,158,5,5
117,442,5,5
6,39,5,5
453,454,5,5
56,422,5,5
3,405,5,5
4,464,5,5
121,417,5,5
158,464,5,5
3,467,5,5
421,470,5,5
3,34,5,5
4,444,5,5
4,103,5,5
54,446,5,5
6,117,5,5
28,163,5,5
95,411,5,5
160,400,5,5
186,478,5,5
39,95,5,5
20,424,5,5
4,469,5,5
56,406,5,5
6,428,5,5
112,216,5,5
119,408,5,5
6,208,5,5
475,476,5,5
44,181,5,5
6,435,5,5
91,96,5,5
3,44,5,5
34,92,5,5
51,444,5,5
67,163,5,5
360,406,5,5
108,410,5,5
4,347,5,5
44,434,5,5
50,51,5,5
446,447,5,5
23,251,5,5
28,474,5,5
55,440,5,5
20,59,5,5
44,456,5,5
21,399,5,5
39,96,5,5
3,67,5,5
84,419,5,5
210,418,5,5
410,439,5,5
181,225,5,5
92,407,5,5
474,475,5,5
87,476,5,5
4,443,5,5
38,419,5,5
13,422,5,5
67,466,5,5
4,44,5,5
25,366,5,5
426,430,5,5
472,473,5,5
15,435,5,5
27,418,5,5
210,459,5,5
108,137,5,5
225,276,5,5
4,160,5,5
28,307,5,5
4,74,5,5
84,150,5,5
137,468,5,5
43,188,5,5
74,428,5,5
112,119,5,5
96,478,5,5
38,276,5,5
163,425,5,5
414,415,5,5
430,431,5,5
28,59,5,5
123,261,5,5
112,409,5,5
28,429,5,5
3,432,5,5
86,454,5,5
4,33,5,5
96,457,5,5
103,465,5,5
7,188,5,5
49,50,5,5
30,108,5,5
7,20,5,5
51,92,5,5
163,471,5,5
131,394,5,5
27,76,5,5
4,465,5,5
269,347,5,5
409,410,5,5
137,471,5,5
28,463,5,5
6,439,5,5
84,307,5,5
76,445,5,5
112,403,5,5
6,442,5,5
4,129,5,5
108,355,5,5
28,56,5,5
20,27,5,5
4,43,5,5
15,22,5,5
205,269,5,5
13,205,5,5
86,438,5,5
413,414,5,5
412,437,5,5
137,477,5,5
23,460,5,5
28,441,5,5
150,181,5,5
67,470,5,5
15,21,5,5
216,261,5,5
246,432,5,5
96,210,5,5
355,424,5,5
4,461,5,5
86,210,5,5
6,49,5,5
399,400,5,5
28,95,5,5
6,210,5,5
225,409,5,5
394,452,5,5
4,18,5,5
249,472,5,5
4,420,5,5
28,425,5,5
13,421,5,5
38,117,5,5
108,408,5,5
4,208,5,5
28,34,5,5
20,449,5,5
123,433,5,5
49,54,5,5
87,375,5,5
4,117,5,5
6,401,5,5
447,448,5,5
123,246,5,5
133,451,5,5
3,408,5,5
67,216,5,5
158,430,5,5
3,352,5,5
13,462,5,5
261,402,5,5
3,20,5,5
22,51,5,5
33,434,5,5
4,108,5,5
56,269,5,5
96,458,5,5
33,423,5,5
56,84,5,5
452,453,5,5
119,407,5,5
6,355,5,5
67,457,5,5
20,41,5,5
450,451,5,5
50,137,5,5
112,404,5,5
74,87,5,5
3,92,5,5
91,479,5,5
366,445,5,5
131,133,5,5
6,462,5,5
22,84,5,5
108,469,5,5
33,108,5,5
352,404,5,5
15,436,5,5
412,438,5,5
49,415,5,5
28,450,5,5
44,95,5,5
28,442,5,5
4,416,5,5
200,409,6,5
167,174,6,5
15,482,6,5
4,111,6,5
131,481,6,5
77,485,6,5
15,486,6,5
6,365,6,5
131,480,6,5
54,59,6,5
53,412,6,5
111,117,6,5
140,280,6,5
4,269,6,5
280,480,6,5
483,484,6,5
6,15,6,5
77,117,6,5
140,180,6,5
3,483,6,5
15,418,6,5
4,100,6,5
59,409,6,5
100,174,6,5
59,115,6,5
246,484,6,5
54,486,6,5
4,53,6,5
167,246,6,5
59,412,6,5
365,481,6,5
3,482,6,5
269,418,6,5
115,485,6,5
4,509,7,4
38,136,7,4
13,509,7,4
362,384,7,4
509,529,7,4
6,7,7,4
137,329,7,4
167,519,7,4
67,489,7,4
246,508,7,4
491,498,7,4
28,167,7,4
4,522,7,4
67,236,7,4
54,503,7,4
516,517,7,4
15,340,7,4
15,96,7,4
6,512,7,4
347,487,7,4
150,167,7,4
28,493,7,4
200,240,7,4
491,492,7,4
109,490,7,4
499,500,7,4
261,515,7,4
496,497,7,4
38,225,7,4
28,527,7,4
6,525,7,4
90,240,7,4
3,506,7,4
518,528,7,4
490,491,7,4
15,504,7,4
3,384,7,4
7,38,7,4
3,523,7,4
4,12,7,4
6,145,7,4
329,499,7,4
158,530,7,4
4,510,7,4
137,487,7,4
6,526,7,4
140,386,7,4
3,505,7,4
42,523,7,4
492,493,7,4
500,501,7,4
524,525,7,4
230,384,7,4
6,117,7,4
30,246,7,4
150,526,7,4
28,225,7,4
4,246,7,4
442,497,7,4
12,145,7,4
4,347,7,4
15,522,7,4
67,488,7,4
42,84,7,4
442,498,7,4
157,518,7,4
236,495,7,4
4,518,7,4
28,494,7,4
109,489,7,4
30,140,7,4
6,488,7,4
134,518,7,4
4,520,7,4
386,513,7,4
4,506,7,4
137,491,7,4
4,501,7,4
96,503,7,4
129,514,7,4
87,517,7,4
240,481,7,4
4,511,7,4
8,528,7,4
4,129,7,4
7,67,7,4
4,261,7,4
67,87,7,4
15,200,7,4
510,511,7,4
28,441,7,4
84,529,7,4
481,505,7,4
140,167,7,4
30,386,7,4
391,441,7,4
362,527,7,4
340,521,7,4
515,516,7,4
224,509,7,4
4,7,7,4
28,157,7,4
13,158,7,4
8,230,7,4
513,514,7,4
134,519,7,4
4,521,7,4
54,502,7,4
84,518,7,4
495,496,7,4
246,512,7,4
4,224,7,4
96,507,7,4
67,502,7,4
38,224,7,4
384,524,7,4
28,507,7,4
87,391,7,4
137,386,7,4
96,504,7,4
90,508,7,4
87,494,7,4
129,136,7,4
140,520,7,4
205,481,8,4
87,528,8,4
112,522,8,4
38,136,8,4
481,537,8,4
13,525,8,4
14,542,8,4
4,136,8,4
87,541,8,4
28,534,8,4
43,515,8,4
394,533,8,4
226,517,8,4
4,22,8,4
4,150,8,4
136,230,8,4
4,510,8,4
6,420,8,4
87,517,8,4
136,226,8,4
119,522,8,4
6,541,8,4
230,511,8,4
14,237,8,4
15,481,8,4
149,510,8,4
528,534,8,4
4,269,8,4
84,540,8,4
306,531,8,4
511,536,8,4
4,536,8,4
4,511,8,4
4,129,8,4
112,306,8,4
4,43,8,4
4,224,8,4
28,510,8,4
84,515,8,4
15,537,8,4
516,517,8,4
15,510,8,4
87,150,8,4
205,538,8,4
38,224,8,4
15,522,8,4
15,394,8,4
528,535,8,4
210,538,8,4
4,119,8,4
4,528,8,4
269,540,8,4
522,535,8,4
4,532,8,4
531,532,8,4
226,516,8,4
84,87,8,4
481,515,8,4
237,525,8,4
15,149,8,4
210,539,8,4
129,539,8,4
4,515,8,4
6,13,8,4
4,533,8,4
511,542,8,4
84,516,8,4
3,153,9,4
74,551,9,4
136,362,9,4
552,553,9,4
59,548,9,4
28,385,9,4
3,418,9,4
96,559,9,4
556,557,9,4
4,269,9,4
306,531,9,4
28,558,9,4
87,525,9,4
207,525,9,4
3,23,9,4
15,96,9,4
129,531,9,4
190,557,9,4
28,306,9,4
84,547,9,4
153,549,9,4
84,511,9,4
3,427,9,4
23,66,9,4
6,67,9,4
95,140,9,4
96,553,9,4
74,101,9,4
59,268,9,4
95,401,9,4
96,560,9,4
38,556,9,4
4,554,9,4
23,40,9,4
15,511,9,4
67,427,9,4
6,190,9,4
28,386,9,4
87,207,9,4
155,544,9,4
4,210,9,4
3,33,9,4
268,550,9,4
283,525,9,4
385,552,9,4
240,411,9,4
6,268,9,4
4,386,9,4
386,511,9,4
33,525,9,4
140,531,9,4
28,545,9,4
33,84,9,4
260,548,9,4
558,559,9,4
28,59,9,4
38,342,9,4
67,240,9,4
87,511,9,4
84,545,9,4
23,87,9,4
3,543,9,4
4,129,9,4
84,550,9,4
59,555,9,4
30,518,9,4
84,87,9,4
4,101,9,4
28,40,9,4
269,411,9,4
15,518,9,4
28,161,9,4
84,260,9,4
66,283,9,4
67,549,9,4
140,155,9,4
4,136,9,4
38,555,9,4
28,546,9,4
140,543,9,4
4,268,9,4
23,544,9,4
362,512,9,4
28,327,9,4
140,342,9,4
59,386,9,4
23,551,9,4
4,224,9,4
15,418,9,4
84,546,9,4
38,224,9,4
30,210,9,4
161,511,9,4
6,327,9,4
401,512,9,4
39,84,10,4
6,39,10,4
283,564,10,4
140,283,10,4
28,574,10,4
319,420,10,4
481,570,10,4
85,92,10,4
4,420,10,4
514,574,10,4
13,421,10,4
360,361,10,4
28,501,10,4
4,22,10,4
237,360,10,4
269,575,10,4
283,572,10,4
3,571,10,4
561,562,10,4
501,569,10,4
129,514,10,4
6,7,10,4
136,226,10,4
39,140,10,4
4,421,10,4
268,280,10,4
568,569,10,4
4,48,10,4
6,84,10,4
4,535,10,4
28,386,10,4
39,95,10,4
28,155,10,4
44,203,10,4
4,269,10,4
268,522,10,4
14,361,10,4
216,566,10,4
14,28,10,4
84,567,10,4
4,138,10,4
44,386,10,4
131,227,10,4
33,237,10,4
28,138,10,4
129,573,10,4
6,319,10,4
56,570,10,4
528,535,10,4
85,87,10,4
42,568,10,4
131,562,10,4
7,133,10,4
95,566,10,4
227,563,10,4
216,567,10,4
42,84,10,4
48,84,10,4
203,481,10,4
13,573,10,4
6,133,10,4
33,564,10,4
84,304,10,4
15,59,10,4
129,268,10,4
136,268,10,4
280,561,10,4
155,565,10,4
15,386,10,4
56,571,10,4
522,563,10,4
3,84,10,4
6,565,10,4
87,386,10,4
59,304,10,4
210,528,10,4
210,572,10,4
22,92,10,4
4,226,10,4
84,283,10,4
4,509,11,4
64,150,11,4
30,140,11,4
3,15,11,4
586,587,11,4
3,246,11,4
48,67,11,4
45,186,11,4
6,576,11,4
67,75,11,4
42,210,11,4
42,594,11,4
96,582,11,4
151,590,11,4
4,22,11,4
4,150,11,4
15,583,11,4
23,140,11,4
96,585,11,4
42,541,11,4
64,579,11,4
101,578,11,4
335,581,11,4
56,127,11,4
175,177,11,4
45,596,11,4
4,42,11,4
210,288,11,4
6,541,11,4
96,175,11,4
177,586,11,4
15,163,11,4
15,30,11,4
52,577,11,4
4,593,11,4
150,581,11,4
4,48,11,4
118,260,11,4
4,151,11,4
127,589,11,4
64,101,11,4
260,502,11,4
56,172,11,4
28,167,11,4
38,595,11,4
260,583,11,4
509,594,11,4
96,591,11,4
210,578,11,4
96,500,11,4
260,584,11,4
42,592,11,4
163,577,11,4
3,500,11,4
246,592,11,4
38,596,11,4
590,591,11,4
30,580,11,4
3,593,11,4
167,584,11,4
15,588,11,4
64,288,11,4
30,576,11,4
52,150,11,4
4,595,11,4
23,502,11,4
172,588,11,4
118,335,11,4
28,585,11,4
96,210,11,4
4,589,11,4
15,587,11,4
579,580,11,4
75,582,11,4
306,599,12,4
416,597,12,4
534,535,12,4
261,421,12,4
87,177,12,4
118,539,12,4
28,534,12,4
4,150,12,4
6,365,12,4
84,230,12,4
30,601,12,4
6,602,12,4
4,84,12,4
15,175,12,4
140,598,12,4
175,177,12,4
87,403,12,4
72,365,12,4
4,403,12,4
4,421,12,4
87,502,12,4
28,137,12,4
28,502,12,4
4,269,12,4
118,260,12,4
4,151,12,4
67,489,12,4
3,41,12,4
511,599,12,4
6,603,12,4
177,528,12,4
150,522,12,4
41,603,12,4
72,269,12,4
23,177,12,4
210,600,12,4
30,522,12,4
3,604,12,4
137,177,12,4
306,598,12,4
15,87,12,4
283,601,12,4
488,597,12,4
23,488,12,4
269,283,12,4
283,365,12,4
528,539,12,4
67,210,12,4
511,600,12,4
150,489,12,4
261,283,12,4
140,535,12,4
230,602,12,4
177,260,12,4
4,416,12,4
4,509,13,4
65,67,13,4
93,445,13,4
